courseId, courseName, courseDepartment, creditHours, description
HIST427,Twentieth-Century Japan,History,3 OR 4 hours.,Study of the people  culture  and society of Japan from 1868 to the present. Traces Japan's transformation from an insular bastion of "centralized feudalism" into a cross-cultural crucible of post-industrial democracy. Same as EALC 427. 3 undergraduate hours. 4 graduate hours.
HIST295,Honors Colloquium,History,3 hours.,Topics will vary. May be repeated. Prerequisite: Chancellor's Scholar or consent of department and director of Campus Honors Program.
HIST262,Zionism: A Global History,History,3 hours.,Examines the history of the Zionist movement. The course is designed for students with no prior knowledge of Jewish  European  or Middle Eastern history. The goal is to survey how Zionism emerged as a widespread political movement and  in the process  helped create an independent state for the Jewish people. In addition to familiarizing students with the backstory of a globally significant movement  this class will teach students historical interpretation skills. Same as JS 262.
HIST168,A History of Judaism,History,3 hours.,Same as JS 120 and REL 120. See REL 120.
HIST236,Madness and Modern Society,History,3 hours.,This course provides a broad overview of the development of the mind sciences in modern Europe from the beginning of state-regulated asylums to the advent of pharmaceutical treatment and care in the community. Using a combination of primary sources and secondary texts  we will examine how the diagnosis and treatment of "madness" in its many forms has been shaped through the interaction of social  political  economic  and cultural factors from roughly 1750 to the 1990s. Same as PSYC 236.
HIST273,Illinois History,History,3 hours.,History of Chicago and Illinois from prehistoric times to the present  illustrating the jarring conflicts and great achievements of peoples from all over the world. Politics  economics  popular and high culture  education  mass media  racial problems  and ethnic diversity are especially featured. There is an emphasis on the relation of city  state  and region to one another.
HIST241,History of Ancient Rome,History,3 hours.,Survey of the political  social  economic  military  institutional  religious and cultural development of Rome from 753 BCE until 480 CE.
HIST252,The Holocaust,History,3 hours.,Exploration of the Holocaust in historical perspective by examining European anti-Semitism  political developments in Germany  the rise to power of the Nazis  and the origins of the Holocaust with first-hand accounts  films  and historical texts  concluding with the legacy of the Holocaust in the contemporary world. Same as JS 252.
HIST220,Traditional China,History,3 hours.,Historical background to the modern age  tracing the Chinese state and empire from the earliest times until 1644 A.D. Basic political  social  and economic patterns; cultural  intellectual  and technological achievements; and China's impact on Asia and the world. Same as EALC 220.
HIST199,Undergraduate Open Seminar,History,1 TO 5 hours.,May be repeated.
HIST261,Intro Russian-Jewish Culture,History,3 hours.,Same as RUSS 261. See RUSS 261.
HIST264,Technology in Western Society,History,3 hours.,Explores the role of technology as a transforming social force; examines innovations from the stirrup and heavy plow to the airplane and computer  that restructured economic and political life and realigned values; examines cultural representations of technology.
HIST258,20thC World to Midcentury,History,3 hours.,Economic  social  political  and cultural developments in twentieth-century world history from late nineteenth-century to Second World War era.
HIST305,Andean Countries of S America,History,3 hours.,The history of Colombia  Ecuador  Peru  Bolivia  and Chile; emphasizes common problems and diverse responses  from European conquest in the sixteenth century to the struggles for development in the twentieth.
